image,blur_score,blur_category,rl_psnr,rl_ssim,rl_runtime_sec,gan_psnr,gan_ssim,gan_runtime_sec
000141.png,31.32161141232619,high_blur,19.147387254692013,0.4930913489409565,3.86714243888855,7.575045891997164,0.32588179762476305,0.07931947708129883
000142.png,20.128093890677558,high_blur,20.41866873305128,0.552433417866316,3.887695789337158,7.640901227976176,0.33127916074207836,0.0858457088470459
000143.png,20.07144875340874,high_blur,19.46452791175586,0.5028103873030396,3.8701417446136475,7.609348859004314,0.3258673450877744,0.07924365997314453
000144.png,33.31155808847217,high_blur,18.649915084892626,0.4659022748298253,3.86057448387146,7.6081852943829205,0.3260036095613045,0.08311200141906738
000145.png,29.12072900373671,high_blur,18.914949982865494,0.4728253288406266,3.8693106174468994,7.6247086146291565,0.3256859731509994,0.09463906288146973
000146.png,25.688602082127712,high_blur,19.48453248035509,0.5080934738118287,3.8994486331939697,7.648568480797669,0.3300472448217291,0.07903718948364258
000147.png,23.724296795409394,high_blur,19.53108782309579,0.513017419085409,3.8558719158172607,7.7167695759556025,0.33502773965401245,0.06765246391296387
000148.png,39.05486001450221,high_blur,18.44960034967724,0.4711815292889309,3.8989076614379883,7.7359701264849,0.33280748024682527,0.07891702651977539
000149.png,32.297492335637436,high_blur,19.000052985984006,0.49059893949635863,3.9033493995666504,7.781582548770451,0.3364842641035467,0.07964253425598145
000150.png,26.008304586611857,high_blur,19.47492319435192,0.514485282891482,3.876476287841797,7.828046347165949,0.3460235885588121,0.06725883483886719
000151.png,35.92470789838249,high_blur,18.8657302971405,0.49754608227746033,3.8864898681640625,7.820179966929116,0.3478507250546636,0.08184170722961426
000152.png,41.761469775348246,high_blur,18.591499282055814,0.4742539066047529,3.8899288177490234,7.81983055012139,0.3337806319548171,0.06914019584655762
000153.png,32.64246304109242,high_blur,18.981388312494868,0.4913993247276959,3.8910303115844727,7.878148767927911,0.33904470478127985,0.08205962181091309
000154.png,28.403364408516584,high_blur,19.083995120693935,0.49289509995629494,4.477952003479004,7.881254181668549,0.3410352687577622,0.06695914268493652
000155.png,51.21486078939438,high_blur,18.22399388360137,0.45410599369144583,3.895048141479492,7.784381525437508,0.3296714139307569,0.07261776924133301
000156.png,47.00413597525018,high_blur,18.365713144476654,0.461268019595931,3.973548173904419,7.783268742188287,0.3335393397764568,0.07910799980163574
000157.png,39.982834888118006,high_blur,18.445036790090253,0.4605882095259115,3.8962485790252686,7.793140739277799,0.33180008589545923,0.07018256187438965
000158.png,30.37418393678547,high_blur,18.77240762641202,0.4667445421202602,3.905519962310791,7.808789789853457,0.32494995158258505,0.08112788200378418
000159.png,53.08618696695494,high_blur,17.91445227510144,0.4362768574166838,3.888514995574951,7.801808106451173,0.3197247175514069,0.06691145896911621
000160.png,55.10553988233028,high_blur,17.764669365624254,0.4294406363838722,4.072111368179321,7.788554564327709,0.3227233889772097,0.07907724380493164
000161.png,37.140423417790736,high_blur,18.10172767559884,0.44994857513362685,3.900787830352783,7.777468709850297,0.32778858562927377,0.07073044776916504
000162.png,34.94332918491953,high_blur,18.243285098286744,0.46073709349056396,3.8894524574279785,7.741273982221393,0.3287037084562016,0.06798624992370605
000163.png,46.88717072475106,high_blur,18.053399332807235,0.457463300833986,3.894724130630493,7.71582983615159,0.3265175823737455,0.0791938304901123
000164.png,51.07576869573593,high_blur,18.021824577889888,0.4543077132298662,3.9157538414001465,7.732590932005597,0.3295269419392165,0.07239556312561035
000165.png,49.012076828172454,high_blur,18.080263775722056,0.4564625961463326,3.9333784580230713,7.765017092600525,0.3313114801670633,0.07889318466186523
000166.png,46.938663138484976,high_blur,18.274076144204322,0.46441474446832315,3.994408369064331,7.782341572288658,0.3374525167125445,0.0656590461730957
000167.png,28.42679464149005,high_blur,19.108658085122265,0.5015759330132907,3.93182635307312,7.784150528041673,0.3395935245304464,0.0672304630279541
000168.png,24.270907621255333,high_blur,19.830744472888878,0.5362353860248724,3.924868106842041,7.765053296635701,0.3456819193073825,0.0792081356048584
000169.png,33.08429691840278,high_blur,19.01423433289787,0.49611893036224725,3.9767677783966064,7.7417636838974415,0.34139641071434706,0.07120275497436523
000170.png,33.13736485787379,high_blur,18.591523608584012,0.47666774810625,3.9337923526763916,7.721143810020576,0.3410790131852494,0.08139252662658691
000171.png,23.562906922233243,high_blur,19.201242203191196,0.5048021809748493,3.9030561447143555,7.732336878869864,0.3443816084293118,0.08361411094665527
000172.png,50.23309417707654,high_blur,18.25830050151599,0.4597237249701105,3.902937412261963,7.7133414454355185,0.33268797122086297,0.07695126533508301
000173.png,45.840063984669584,high_blur,18.32356090063341,0.46463021506895447,3.901594400405884,7.736618661279385,0.3383933995601379,0.06680107116699219
000174.png,37.84125652169002,high_blur,18.9026828129713,0.48912210058847677,3.9094603061676025,7.742364575122941,0.3417803878164178,0.06768226623535156
000175.png,25.092868296187593,high_blur,20.320737069532676,0.5513910503138992,3.8980937004089355,7.7956553158907465,0.3485653521338845,0.07889604568481445
000176.png,45.821177421559206,high_blur,18.393047746384525,0.4647106240227684,3.8887217044830322,7.742385885956241,0.33941664222226714,0.08104443550109863
